m2_terreno,cantidad_personas,orientacion,forma_terreno,cantidad_dormitorio,cantidad_bano,m2_cocina,m2_estar_comedor,m2_dormitorios_total,m2_banos_total,costo_estimado,tiempo_meses,layout_key_target
288,4,1,irregular,2,2,8.5,33.6,21.6,9.8,58633,5,2-dorm
199,3,4,ancho,2,1,7.3,20,25.7,3.7,41517,7,2-dorm
325,4,1,cuadrado,3,2,10.1,33.3,42.1,10,71197,8,3-dorm-compacto
311,1,4,ancho,1,1,6.6,20.6,13.3,3.6,40780,5,1-dorm
219,2,4,cuadrado,2,1,11.5,14.2,29.5,3.2,54009,6,2-dorm
289,1,3,cuadrado,1,1,12.5,17.7,14.7,3.5,41971,5,1-dorm
318,3,1,irregular,2,2,6.6,28.2,18.6,9.2,52479,5,2-dorm
234,1,1,ancho,1,1,9.2,15.1,9.2,3.3,26301,4,1-dorm
411,2,4,angosto,2,1,12.4,35.9,27,4.4,58911,5,2-dorm
196,4,4,angosto,2,1,12.2,22.3,18.1,3.2,41022,5,2-dorm
187,1,4,cuadrado,1,1,6.4,11.3,13.6,3.4,33682,5,1-dorm
250,4,1,angosto,2,1,11,27.5,25.4,3.9,55823,6,2-dorm
138,3,3,angosto,2,2,12.2,13,19.1,8.1,45437,7,2-dorm
159,4,4,irregular,2,2,8.5,16.9,25.8,9.3,49645,5,2-dorm
315,4,4,cuadrado,3,2,13.3,35.4,36.1,9.8,82088,9,3-dorm-compacto
210,2,2,angosto,2,2,8.3,19.3,20.3,9.4,42198,5,2-dorm
168,3,4,ancho,3,2,6.9,13.2,44.3,6.5,57765,7,3-dorm-largo
204,2,3,ancho,2,2,6.1,18.9,29.8,6.1,56468,5,2-dorm
441,1,3,ancho,1,1,11.8,31.6,10.4,3.6,42613,5,1-dorm
350,3,3,cuadrado,3,2,11.7,31.9,27.1,8.2,56998,7,3-dorm-compacto
115,2,1,irregular,2,1,11.1,9.7,18.6,3.3,33546,4,2-dorm
187,1,1,irregular,1,1,11.9,13.1,9.2,3.2,24811,5,1-dorm
241,1,2,cuadrado,1,1,12.8,17.4,14.1,3.6,42437,5,1-dorm
159,2,1,ancho,2,1,8.4,10.7,27.6,3.8,33948,6,2-dorm
210,2,3,cuadrado,2,1,11.9,17.2,26.2,4.2,44060,5,2-dorm
190,4,1,cuadrado,2,1,9.4,16.9,28.7,3.9,43104,5,2-dorm
256,2,1,ancho,2,1,12.1,17.1,21.9,3.9,45288,7,2-dorm
450,2,4,angosto,1,1,7.7,31.7,10.9,4,45351,7,1-dorm
434,2,3,ancho,2,1,11.5,28.9,19.5,3.4,55714,5,2-dorm
344,4,3,angosto,3,1,10.9,30.7,34.3,3.8,58825,7,3-dorm-largo
176,1,1,cuadrado,1,1,13.6,14.3,13.7,3.3,35008,4,1-dorm
191,2,1,cuadrado,1,1,9.4,14.8,12.8,3.2,38329,4,1-dorm
347,3,2,cuadrado,2,1,7,29.8,21.1,5,44330,6,2-dorm
440,2,2,ancho,3,2,13,40.1,29.8,8.3,66191,8,3-dorm-largo
163,1,2,angosto,1,1,10.5,9.3,13.5,3.4,27395,4,1-dorm
116,1,3,angosto,1,1,8.5,7.7,10.7,3.9,29625,4,1-dorm
235,4,4,ancho,2,1,7.2,21.2,27,4.1,50940,7,2-dorm
187,1,1,cuadrado,1,1,11,11.7,14.1,4.8,39350,4,1-dorm
427,1,1,ancho,2,1,10,22.5,22.2,3.8,55594,7,2-dorm
395,2,2,irregular,1,1,8.1,37.4,12.3,4.7,48271,6,1-dorm
293,2,4,angosto,2,1,7.6,20.1,29.3,4.7,59847,7,2-dorm
238,1,1,cuadrado,1,1,13.9,14.8,13.6,3.9,31751,5,1-dorm
352,3,4,ancho,3,1,7.7,34,33.6,4.4,79698,6,3-dorm-largo
174,3,2,cuadrado,2,1,12.4,13.4,29.5,3.8,49973,5,2-dorm
369,4,2,ancho,3,2,12.1,31.9,36.3,7.5,73904,9,3-dorm-largo
386,4,2,cuadrado,3,2,10.4,35.9,39.8,8.6,84856,8,3-dorm-compacto
409,1,4,cuadrado,1,1,12,32,13.4,4.8,56780,7,1-dorm
383,3,1,angosto,3,3,8.8,37.4,31.3,9.1,65642,8,3-dorm-largo
315,1,3,ancho,2,1,6.6,24.5,26.2,4.4,55175,5,2-dorm
144,3,1,ancho,2,1,9.1,10.9,19.2,4.9,40407,4,2-dorm
307,3,2,cuadrado,2,2,6.6,28.9,26.4,6.4,63249,5,2-dorm
179,1,4,angosto,1,1,9.4,13.5,11.4,3.1,34869,5,1-dorm
346,4,2,angosto,2,2,6.5,29.6,24.5,9,63170,5,2-dorm
251,3,4,irregular,3,1,8,18.5,31.5,3.9,60577,7,3-dorm-compacto
374,3,2,irregular,3,1,5.3,30.7,34.7,3,59630,5,3-dorm-largo
239,1,4,angosto,1,1,6.1,13,12,4,28878,5,1-dorm
362,3,4,ancho,2,1,6.1,34.1,19.6,4.6,58006,6,2-dorm
243,1,2,cuadrado,1,1,7.1,17,11.8,4,36696,5,1-dorm
114,3,1,angosto,3,1,7.6,10.7,31.9,3.5,48008,5,3-dorm-largo
235,3,3,cuadrado,2,1,7.1,21.5,27.6,4.3,57158,7,2-dorm
329,1,4,ancho,1,1,13.4,18.7,11.5,4.5,33695,4,1-dorm
290,2,2,irregular,1,1,11,21.8,12.1,4.8,33245,4,1-dorm
268,2,2,cuadrado,2,1,11,18,27.6,3.7,59549,7,2-dorm
191,3,3,angosto,2,2,6,20.1,23.5,7.6,37954,5,2-dorm
371,1,1,cuadrado,1,1,13.5,30.9,11.8,3.6,56669,7,1-dorm
435,3,1,angosto,2,1,5.7,37.7,26.5,3.3,47606,6,2-dorm
243,1,4,angosto,1,1,10,17.3,10.1,4.3,32045,5,1-dorm
391,4,4,cuadrado,2,1,13.9,33.8,24.1,5,63477,5,2-dorm
230,3,2,irregular,3,2,10.7,17.3,36.9,8.3,64888,7,3-dorm-largo
154,4,3,ancho,3,2,11,15.1,35.9,7.2,64857,6,3-dorm-largo
407,2,3,ancho,2,1,7.9,26.8,25.3,3.2,46511,7,2-dorm
185,4,3,ancho,2,1,13,17.4,26.6,4.1,58041,5,2-dorm
307,1,2,ancho,1,1,13.2,25.4,13.7,4,39819,5,1-dorm
266,3,1,angosto,2,1,6.4,21.2,20.7,4.5,40647,6,2-dorm
217,2,1,irregular,2,1,5.8,18.5,26.3,4.6,35888,5,2-dorm
236,3,3,ancho,2,2,9.7,21.5,19.1,6.7,54635,7,2-dorm
337,1,2,cuadrado,1,1,8.7,23.7,11.2,4.3,46095,4,1-dorm
224,2,1,cuadrado,1,1,9.6,18.1,13.7,3.1,35498,4,1-dorm
285,1,3,irregular,1,1,6.5,20.4,9.3,4.2,36007,5,1-dorm
136,4,1,angosto,2,1,10.7,12.9,18.2,3.1,40548,4,2-dorm
404,1,3,angosto,2,2,8.1,30.7,23.2,6.3,48693,6,2-dorm
440,1,3,angosto,2,2,9.8,35.1,28.1,8.6,78162,8,2-dorm
242,1,4,cuadrado,1,1,6.3,20.3,10.2,3.8,33321,4,1-dorm
321,4,4,angosto,2,1,9.3,36.4,23.3,4.6,53669,5,2-dorm
124,1,3,irregular,2,2,5.8,7.3,27,9,33658,5,2-dorm
135,4,1,angosto,2,1,7.5,11.4,24.9,4.5,37298,5,2-dorm
283,1,1,ancho,1,1,8.8,15.6,9.1,3.4,33429,4,1-dorm
404,3,4,irregular,2,1,8.4,40.5,18.7,4.7,53819,6,2-dorm
169,3,3,cuadrado,2,1,6.8,17.4,18.7,3.7,43420,5,2-dorm
149,2,1,ancho,2,1,7.1,13.9,22.6,3.8,41412,4,2-dorm
430,4,3,ancho,3,1,6,45.9,40.6,4.5,95180,9,3-dorm-largo
323,2,1,cuadrado,1,1,10.8,24.6,11.9,3.4,45676,6,1-dorm
410,1,3,ancho,1,1,11.3,31.2,12.8,3.4,43410,6,1-dorm
116,3,4,ancho,3,1,12.2,9.3,36.2,3.2,45241,5,3-dorm-largo
196,2,1,cuadrado,2,2,7.2,13.5,26.4,9,48139,6,2-dorm
171,3,3,angosto,2,1,8.7,17.7,21.2,3.5,39090,6,2-dorm
234,3,2,ancho,2,2,7.2,23,18.6,8.5,38147,7,2-dorm
375,1,2,ancho,1,1,12,19.6,12.4,3.9,45305,5,1-dorm
145,1,3,ancho,1,1,11.8,7.5,13.7,3.7,27529,5,1-dorm
435,3,1,ancho,2,1,6.1,35.1,21.2,3.7,50845,6,2-dorm
245,4,2,irregular,3,2,10.5,24.1,42.5,6.7,61476,8,3-dorm-compacto
426,4,2,ancho,3,1,12.7,49.5,33.3,3.1,81367,7,3-dorm-compacto
372,2,2,cuadrado,2,1,6.7,28.2,21.6,3.1,45159,7,2-dorm
296,4,3,ancho,2,1,8.5,25.5,25.8,4.3,56265,7,2-dorm
327,4,3,angosto,2,2,10.8,34,26.4,8.8,73818,5,2-dorm
291,1,4,irregular,2,1,11.2,17.7,18.6,4.9,49702,5,2-dorm
176,2,1,irregular,1,1,7.5,11.2,11.5,3.1,31405,4,1-dorm
328,2,1,angosto,1,1,12.1,21.5,9.1,4.2,42664,4,1-dorm
387,1,2,irregular,1,1,8.4,21.5,13.1,3.5,41481,4,1-dorm
215,2,2,ancho,2,1,13.6,20.2,21.4,3.1,56257,6,2-dorm
246,3,1,angosto,2,2,7.8,24.1,27.8,8.8,57478,5,2-dorm
279,2,4,ancho,1,1,11.7,24.8,13.6,3.8,47965,7,1-dorm
322,3,3,ancho,2,2,12.3,32.5,23.1,9.4,64463,7,2-dorm
324,4,3,irregular,3,2,10.5,37.1,32.2,8.2,81114,8,3-dorm-largo
154,3,1,irregular,2,1,9,16.2,28.9,4,43293,5,2-dorm
262,1,3,ancho,1,1,9.3,16.9,12.3,4.4,29605,4,1-dorm
225,2,2,ancho,1,1,13.6,19.8,13.7,4.7,39113,7,1-dorm
315,3,4,angosto,3,2,12.2,27.5,35.6,8.4,69619,8,3-dorm-largo
159,2,1,angosto,1,1,11.7,13.7,9.1,4.6,35109,5,1-dorm
449,3,4,ancho,2,2,9,35.7,20.9,7.9,62213,6,2-dorm
284,4,1,irregular,2,1,7.9,25.2,25.8,3.1,57539,5,2-dorm
247,1,2,angosto,1,1,11,15.4,10.6,4.2,36738,4,1-dorm
311,4,3,ancho,3,1,13.2,33.8,30.2,3.8,59221,7,3-dorm-compacto
411,1,3,irregular,1,1,10.2,28.3,14.9,4.3,56212,6,1-dorm
222,3,2,angosto,3,2,6.6,18.7,31.1,7.9,59876,7,3-dorm-largo
116,2,1,angosto,2,1,6.1,8.4,21.1,4,36052,5,2-dorm
364,1,1,angosto,1,1,10.8,28.2,9.6,3.8,38509,6,1-dorm
406,2,4,ancho,2,1,10,30.9,23.4,4.1,47495,5,2-dorm
420,1,2,angosto,2,1,11.2,28.7,18.4,4.9,57842,6,2-dorm
289,4,4,angosto,3,1,9.3,27.6,39.4,4,55189,9,3-dorm-largo
245,1,4,angosto,2,2,7.9,14,21.6,6.2,46895,5,2-dorm
190,4,4,ancho,3,2,10.5,21.2,28.8,9.3,65317,5,3-dorm-largo
179,4,4,ancho,3,2,7,20.8,44.3,6.3,61680,6,3-dorm-largo
273,2,2,ancho,1,1,12.7,22.8,11.5,4.5,40972,7,1-dorm
389,1,2,cuadrado,1,1,6,23.1,14.9,4.6,37243,4,1-dorm
324,1,4,cuadrado,2,1,9.2,18.8,29.9,4.3,48452,6,2-dorm
108,1,4,irregular,1,1,6.6,6.4,13.4,4,28384,4,1-dorm
323,2,3,angosto,1,1,8.7,21.8,14.1,3.9,45420,4,1-dorm
415,1,3,cuadrado,1,1,8.2,33.2,13,3.4,50222,6,1-dorm
256,3,3,angosto,2,2,11.6,26,20.5,6.5,61077,5,2-dorm
330,3,3,cuadrado,2,1,12.5,32,19.9,4,52624,6,2-dorm
300,1,1,angosto,1,1,11.4,20.8,9.3,4.5,43932,5,1-dorm
333,2,3,cuadrado,1,1,9.6,30.3,10.6,4,45098,5,1-dorm
234,1,2,cuadrado,2,1,13.2,13.9,25.9,3.5,39324,6,2-dorm
249,3,3,irregular,2,1,6.9,23.1,22.3,3.2,44316,6,2-dorm
240,2,2,irregular,1,1,6.1,21.3,11.2,3.9,28955,4,1-dorm
164,2,3,angosto,2,2,5.5,12,22.2,6.1,31394,4,2-dorm
169,4,4,irregular,2,1,8.4,16,28.8,4.6,47022,5,2-dorm
288,1,4,irregular,2,1,5.8,16.9,26.6,3.2,34634,6,2-dorm
355,1,4,angosto,1,1,11.5,25.2,12.8,4.3,35338,5,1-dorm
355,3,2,angosto,2,1,11.5,28.8,29.6,4.8,66771,5,2-dorm
165,1,3,ancho,1,1,7.9,13.1,14.9,3.5,28992,4,1-dorm
185,1,2,cuadrado,1,1,6.5,10.5,12.9,3.5,29310,4,1-dorm
266,4,3,ancho,3,2,7.7,28,37.5,9.9,75188,8,3-dorm-compacto
431,1,3,cuadrado,1,1,6.5,28.2,13.8,5,39105,5,1-dorm
240,4,1,cuadrado,2,1,8.6,27.6,29.6,3.5,67054,7,2-dorm
285,3,3,irregular,2,2,5.5,28.8,26.7,7.3,59679,6,2-dorm
402,3,3,ancho,2,1,10.4,39.9,20.6,3.3,72586,7,2-dorm
261,4,4,cuadrado,3,1,11.7,29.3,33,5,77335,5,3-dorm-compacto
406,3,2,cuadrado,2,2,12.8,41.5,25.8,9,85641,9,2-dorm
266,1,3,ancho,1,1,10.4,17,13.2,3.6,35291,4,1-dorm
195,1,1,cuadrado,2,1,8.9,13.8,21.9,4.8,36507,4,2-dorm
314,4,2,angosto,3,2,12.2,34,34.9,7.4,82393,9,3-dorm-largo
239,1,3,angosto,1,1,8.4,18.4,13.6,4.6,32578,5,1-dorm
419,4,4,cuadrado,3,1,8.8,35.6,35.5,3.3,55769,7,3-dorm-compacto
392,3,4,irregular,2,1,7.3,34.7,28.6,3,66854,5,2-dorm
419,4,3,angosto,3,2,10.9,47.2,31.5,9.8,68317,9,3-dorm-largo
243,2,3,irregular,1,1,8.4,16.7,12.8,4.9,41127,4,1-dorm
262,2,3,angosto,1,1,10.7,21.2,10.3,3.1,32311,5,1-dorm
330,1,2,ancho,2,1,12.8,23.3,27.4,4.3,46832,5,2-dorm
115,4,3,ancho,3,2,9.1,11.1,38.5,6.7,50798,7,3-dorm-largo
115,4,4,cuadrado,3,2,11.3,10.9,41.5,6.7,67746,6,3-dorm-compacto
127,1,2,cuadrado,1,1,10,8.4,9.6,3,26500,4,1-dorm
262,4,2,cuadrado,2,2,9.3,23.7,25.1,6.7,55410,7,2-dorm
266,2,3,angosto,1,1,6,18.3,9.5,3.9,30435,4,1-dorm
396,1,2,angosto,2,1,10.5,23.2,20.1,3.4,43936,7,2-dorm
130,4,1,irregular,2,1,9.6,13.5,28.4,3.7,40314,5,2-dorm
375,3,4,ancho,2,1,9,31.3,21.4,4.8,44662,5,2-dorm
339,1,2,angosto,2,2,5.4,26.3,18.5,6.7,44389,6,2-dorm
320,2,1,irregular,1,1,10.9,29.9,12.6,3.8,41441,5,1-dorm
364,1,4,angosto,1,1,12.6,20.8,13.9,3.7,34967,6,1-dorm
126,3,4,irregular,2,2,10.7,13.2,25.6,10,49255,7,2-dorm
429,2,3,angosto,2,1,10.8,26.9,28,4.8,47465,7,2-dorm
336,3,2,cuadrado,2,2,12.3,32.9,20.5,7.8,71508,6,2-dorm
195,1,2,irregular,1,1,5.4,14.1,9.5,4.4,29716,5,1-dorm
352,4,4,cuadrado,2,1,9.6,36.5,29,3.5,77273,6,2-dorm
416,3,3,irregular,2,2,6.2,39.9,27.1,6.4,54690,5,2-dorm
301,1,4,angosto,1,1,6.2,21.8,12.8,5,45293,5,1-dorm
156,4,2,angosto,3,1,10.2,16.6,40.5,4.8,55452,5,3-dorm-largo
425,1,2,ancho,2,1,10,35.2,18.4,4.5,45438,5,2-dorm
308,3,4,cuadrado,3,2,12,27.8,38.3,8.1,84692,7,3-dorm-compacto
253,2,1,irregular,3,3,10.6,23.8,38.5,14.4,59979,8,3-dorm-largo
406,1,4,cuadrado,1,1,10.5,31.2,9.2,4.2,40944,5,1-dorm
270,4,1,ancho,3,3,8.7,23.1,36.1,10.1,57739,7,3-dorm-largo
152,1,2,ancho,1,1,12.8,11.5,13.7,3.2,31230,4,1-dorm
297,1,2,irregular,1,1,10.3,22.4,14.7,3.4,35097,6,1-dorm
219,3,2,ancho,2,1,8,20.1,23.5,3.3,41346,5,2-dorm
124,3,4,ancho,3,1,12.7,11.4,43.9,4.6,64128,6,3-dorm-largo
230,1,4,ancho,2,1,13.6,17.7,27.9,4.4,60296,5,2-dorm
304,4,2,ancho,3,3,13.4,31.4,30.7,12.3,71521,9,3-dorm-largo
151,2,4,angosto,1,1,7.4,11.8,10,3.2,25789,5,1-dorm
293,3,1,irregular,2,1,11.4,27.6,23.6,4.5,66086,5,2-dorm
264,3,3,angosto,2,2,12.6,25.3,29.6,9.3,60957,6,2-dorm
191,4,4,ancho,2,2,9.8,20,24.6,6.5,43364,7,2-dorm
135,3,2,angosto,3,2,12.5,11.8,35.4,9,66904,6,3-dorm-largo
159,3,3,ancho,2,1,9.5,15.7,18.3,4.8,37799,5,2-dorm
226,4,3,angosto,2,1,7.1,25.9,19.5,3.8,49667,6,2-dorm
203,2,3,irregular,2,1,10,16.6,27,4.3,54544,6,2-dorm
334,1,1,angosto,1,1,5.9,20.9,10.3,3.8,29918,4,1-dorm
408,2,2,cuadrado,1,1,6.5,38.6,12.5,3.9,41485,5,1-dorm
236,4,1,irregular,3,3,11.7,23,29,12.6,54114,6,3-dorm-compacto
159,1,3,ancho,2,1,11.5,12.9,25.4,4.9,43362,6,2-dorm
223,3,1,ancho,2,1,11.5,18.3,24.2,4.3,46967,5,2-dorm
230,4,2,cuadrado,3,1,6.8,25.2,31.8,5,56316,5,3-dorm-compacto
243,4,3,cuadrado,3,1,7.6,27.3,39,3.1,70235,6,3-dorm-compacto
152,1,3,angosto,1,1,11.5,12.8,10.5,3.1,32503,5,1-dorm
366,2,4,irregular,1,1,9.4,28.8,13.4,4.9,47275,5,1-dorm
277,3,3,ancho,2,1,6.1,22.4,23.3,4.2,40397,6,2-dorm
169,3,4,ancho,2,1,12.5,16.8,21.8,3.8,38417,7,2-dorm
246,1,2,irregular,1,1,9.6,18.9,14.8,4.9,43761,5,1-dorm
354,2,4,ancho,2,1,10.1,25.3,23.8,3.9,46120,5,2-dorm
172,2,2,cuadrado,1,1,7,13.9,10,3.5,23791,4,1-dorm
410,2,2,angosto,2,2,6.3,27.7,20.4,6.3,60586,6,2-dorm
192,1,1,cuadrado,2,2,6.8,15.3,26.2,6.2,39264,5,2-dorm
358,2,2,ancho,2,1,12.1,31.9,21.7,4.1,49832,7,2-dorm
103,4,4,irregular,2,1,6.2,11.7,23,3.9,37139,5,2-dorm
135,2,2,cuadrado,2,1,8.6,8.8,18.7,4.8,39390,4,2-dorm
286,1,4,ancho,2,1,9,22.7,25.6,3.7,39840,6,2-dorm
392,4,3,ancho,3,1,9.9,45.6,30.8,4,75205,8,3-dorm-compacto
149,3,3,cuadrado,2,2,9.7,12.5,27.2,9.5,49674,7,2-dorm
245,4,3,cuadrado,3,1,8.4,22.7,35.8,4.1,60225,6,3-dorm-compacto
413,2,3,cuadrado,1,1,9.1,35.6,14.1,4,57540,6,1-dorm
234,3,3,irregular,3,1,6.9,24.5,43.9,4.2,71593,6,3-dorm-compacto
237,1,3,irregular,1,1,10.1,15,11.1,5,36553,4,1-dorm
183,1,1,angosto,2,1,10.2,9.5,18.5,4,32105,5,2-dorm
315,3,2,angosto,3,1,8.8,27.6,32.3,3.4,67159,6,3-dorm-largo
357,2,2,angosto,2,1,6.9,32.4,29.6,3.8,57049,6,2-dorm
142,3,3,ancho,2,1,6,11.1,18.9,3.5,30603,4,2-dorm
201,2,2,irregular,2,1,8.2,16.8,20.2,4.2,44508,4,2-dorm
248,3,1,angosto,3,2,11.6,20.1,39.9,9.4,56880,9,3-dorm-largo
228,1,2,cuadrado,2,1,6.5,16.3,29.3,3.9,41117,5,2-dorm
174,3,2,ancho,2,2,6.7,14.6,19.2,8.4,41344,5,2-dorm
199,2,2,ancho,3,2,10.1,13.6,40.8,6.2,47883,7,3-dorm-largo
213,1,1,ancho,2,1,11.3,12.7,23.3,3.7,37153,5,2-dorm
314,4,4,cuadrado,3,1,11,26.8,31.5,4.6,59682,7,3-dorm-compacto
114,3,4,cuadrado,2,2,7.6,8.8,24.2,7,36023,5,2-dorm
249,2,2,irregular,1,1,8.7,22.3,10.2,3.1,34968,4,1-dorm
104,1,1,cuadrado,1,1,13.9,6.3,9.1,3.7,31108,5,1-dorm
163,4,2,angosto,2,1,10.9,16.3,22.4,3.8,48361,6,2-dorm
369,4,3,ancho,3,1,6.5,40.4,42.5,4.6,77126,9,3-dorm-largo
412,1,2,irregular,1,1,5.8,26,14.2,4.2,39764,7,1-dorm
356,3,1,ancho,3,2,7.7,35,38.5,8.8,76751,7,3-dorm-largo
421,2,1,irregular,2,1,11.1,37.9,19.2,3.8,70312,6,2-dorm
204,2,3,cuadrado,2,2,8.2,13.2,28,8.5,54866,7,2-dorm
283,4,3,angosto,2,1,10.3,32.6,19.9,4.6,48767,6,2-dorm
186,3,1,irregular,3,1,5.6,14.5,33.1,4.6,55130,7,3-dorm-largo
382,1,3,irregular,1,1,10.7,20.2,11.4,4.6,41985,5,1-dorm
285,4,1,ancho,2,1,7.3,32.6,19.1,4.2,54475,5,2-dorm
114,3,4,angosto,3,1,10.6,9.8,44.8,4.9,52315,5,3-dorm-largo
213,4,3,ancho,3,2,12.8,24.9,40.1,8.9,66634,8,3-dorm-largo
276,3,1,angosto,2,1,10,27.8,24,3.3,51194,7,2-dorm
123,1,1,irregular,2,1,8.7,7,29.3,3.5,31824,5,2-dorm
132,1,1,cuadrado,1,1,11.6,10.6,9.8,3.4,25854,4,1-dorm
359,1,1,ancho,1,1,11,26.4,10,3.3,48869,6,1-dorm
176,3,3,ancho,3,2,11,14,38.2,7.5,56720,5,3-dorm-largo
157,1,1,irregular,1,1,5.2,12.2,10.4,4.4,28090,4,1-dorm
296,1,3,irregular,2,1,11.7,24.2,19.3,3.5,40411,7,2-dorm
433,2,2,cuadrado,1,1,8.5,37.1,10.4,4.9,46943,6,1-dorm
136,2,4,angosto,2,1,8.2,12.3,29.9,4.3,45387,7,2-dorm
332,4,3,ancho,3,3,13.4,32.4,29.3,12.1,82640,9,3-dorm-compacto
360,3,2,angosto,2,1,7.5,36.8,20.2,4.1,52878,7,2-dorm
352,3,4,irregular,3,2,9.3,33.5,42.1,8.8,72602,9,3-dorm-largo
318,4,2,cuadrado,2,1,13.9,28.6,25,3.2,48970,6,2-dorm
131,2,1,angosto,2,2,7.4,12.2,25,8.6,49186,5,2-dorm
226,1,1,angosto,1,1,11.2,17.1,13.3,4.6,31516,5,1-dorm
247,4,3,cuadrado,2,1,13.7,27.1,20.6,4.3,55405,7,2-dorm
262,3,1,ancho,2,1,10.6,26.4,18.7,3.2,55986,6,2-dorm
275,2,4,irregular,1,1,11,18.4,13.8,3.7,45588,5,1-dorm
242,3,3,irregular,2,1,10.8,21.6,21.4,4.8,58348,7,2-dorm
325,1,2,irregular,2,1,8.4,24,23.2,4.4,46359,6,2-dorm
165,1,1,irregular,2,1,9.2,10.8,19.3,3.6,42113,4,2-dorm
282,2,1,irregular,1,1,7.4,21.9,10.7,3.8,30543,5,1-dorm
213,1,1,irregular,2,1,5.9,14.5,21.6,4.7,39759,4,2-dorm
438,2,1,irregular,2,2,6.7,31.9,18.2,7.7,63196,5,2-dorm
387,2,2,ancho,1,1,6.2,36.6,13.4,4.3,52701,5,1-dorm
312,4,3,ancho,3,3,11.3,28.3,41.1,11.2,72895,7,3-dorm-compacto
169,4,2,irregular,3,2,7.1,15.5,34.2,7,51279,7,3-dorm-compacto
373,4,3,angosto,2,2,11.6,35.3,21.6,7.2,71845,7,2-dorm
435,4,2,angosto,3,2,9.8,44.7,45,9.7,107917,7,3-dorm-largo
115,3,2,angosto,2,1,11.9,9.3,28.1,3.8,46354,5,2-dorm
120,3,4,ancho,2,1,7.5,9.3,21.2,4.9,39112,5,2-dorm
159,3,4,irregular,2,1,10.7,16.1,20.2,3.5,39380,7,2-dorm
311,2,4,cuadrado,2,1,10.1,26.6,26.4,3.3,44884,7,2-dorm
140,2,4,ancho,2,1,8.7,12.7,20.1,4.8,30792,5,2-dorm
133,1,2,angosto,1,1,8.6,7.6,10.8,3.7,22601,5,1-dorm
413,1,2,angosto,2,2,9.2,29.7,24.3,8.9,62605,5,2-dorm
132,1,2,irregular,1,1,5.7,7.3,11.4,4.3,21491,4,1-dorm
119,2,2,irregular,2,1,8.2,9,19.1,3.6,32164,5,2-dorm
357,2,2,ancho,2,1,6.4,24,27.4,3.2,50296,7,2-dorm
250,2,1,irregular,2,1,9.5,20,21.1,3.1,50937,5,2-dorm
125,2,3,irregular,2,2,9.3,10.5,21.3,7.5,42829,4,2-dorm
375,2,1,irregular,2,1,5.2,25.2,28.1,3.5,53923,6,2-dorm
147,1,1,ancho,1,1,9.7,7.8,13.6,3.6,33414,4,1-dorm
333,3,2,cuadrado,2,1,8.7,35,29.4,3,72740,7,2-dorm
200,4,1,irregular,3,1,10.5,22.5,29.5,3.3,65278,7,3-dorm-compacto
105,2,4,ancho,1,1,9.5,7.1,14,4.1,31915,4,1-dorm
166,1,4,irregular,1,1,7.1,11.4,11.2,4.8,31589,5,1-dorm
430,1,3,cuadrado,2,1,11.3,26,26.8,3.5,53441,5,2-dorm
242,3,1,ancho,2,1,7.4,22.1,18.9,4.7,36934,6,2-dorm
262,1,3,ancho,1,1,7.1,14.6,14.2,4.7,38194,5,1-dorm
321,4,4,irregular,2,1,10.8,34.3,19.4,3.2,61015,6,2-dorm
177,4,4,angosto,2,2,12.3,16.6,24.7,7.1,39725,5,2-dorm
209,1,4,angosto,1,1,9.9,16.6,11.4,3.9,35186,4,1-dorm
227,3,2,cuadrado,3,1,11.2,17.7,37.8,3.8,49390,6,3-dorm-compacto
281,3,1,angosto,2,1,6.2,24.9,22.7,4.8,47259,6,2-dorm
360,4,3,cuadrado,3,2,12.6,42.2,39.4,6.8,78922,8,3-dorm-compacto
168,1,2,cuadrado,1,1,10.7,9.2,10.8,3,30621,4,1-dorm
181,2,1,cuadrado,2,1,10.6,12.1,21.2,4.8,40750,5,2-dorm
301,4,1,angosto,3,1,10.7,33.2,27.4,3.8,71038,7,3-dorm-largo
195,4,1,angosto,2,1,7.5,19.8,25,4.4,45509,7,2-dorm
409,1,2,irregular,1,1,10.8,26.6,12,4.9,44921,5,1-dorm
234,3,2,angosto,2,2,11.5,21.8,24,6.6,48742,7,2-dorm
325,3,3,ancho,2,1,13.6,24.2,27.3,4.7,59174,6,2-dorm
167,1,4,ancho,1,1,6.4,9.3,12,4.1,28261,4,1-dorm
197,3,1,ancho,3,1,11.6,15.2,31.8,3.4,43989,6,3-dorm-compacto
301,4,3,ancho,3,2,11.1,26.9,30.1,9.9,69232,7,3-dorm-compacto
424,2,3,angosto,1,1,6.2,38.7,11.9,4,53317,6,1-dorm
246,2,4,ancho,2,1,12.7,21.9,25.3,4,42041,5,2-dorm
375,2,2,irregular,2,1,9,23.4,25,3.7,45437,6,2-dorm
393,1,2,irregular,1,1,5.1,22.5,12.9,4,36967,4,1-dorm
140,2,2,angosto,1,1,5.8,9.3,10.8,4.8,26633,5,1-dorm
130,1,2,cuadrado,2,1,8.7,9.5,24.3,3.7,41755,4,2-dorm
245,2,1,cuadrado,1,1,8.7,16.1,11.5,3.6,33937,4,1-dorm
295,1,4,ancho,1,1,14,19.3,13,4.7,41064,5,1-dorm
286,1,2,angosto,1,1,9,14.8,10.9,4.2,35921,5,1-dorm
214,3,2,cuadrado,2,1,12.2,20,20.4,4.7,47568,5,2-dorm
